Fund_ID,Fund_Name,Organization_Name,Category,Fundraising_Goal_USD,Amount_Raised_USD,Start_Date,End_Date,Duration_Days,Status,Donor_Count,Average_Donation_USD,Top_Donor_Amount_USD,Currency,Fundraising_Platform,Campaign_Type,Is_Tax_Exempt,Marketing_Spend_USD,Region,Sub_Region,World_Part,Country,City,Organizer_Name,Organizer_Experience_Years,Organizer_Contact_Email,Social_Media_Reach,Media_Coverage_Score,Volunteer_Count,Fund_Transparency_Score,Repeat_Donors_Percentage,Mobile_Donations_Allowed,Payment_Gateway_Used,Fundraising_Cost_Percent,External_Funding_Received,Main_Beneficiary_Age_Group,Fundraising_Method,Comments_Count
6580,Automated bottom-line Graphical User Interface,Mckenzie-Schneider,Climate,54856,27016,2023-07-26,2024-01-08,166,Cancelled,1484,18.2,84.94,GBP,Indiegogo,Hybrid,No,77349,Oceania,New Zealand,Developing,Timor-Leste,Lake Benjaminhaven,Heidi Peterson,9,castillobenjamin@rose.com,969963,5.209255171,116,4.197057262,11.89501255,No,JustGiving,3.53,Yes,Adults,Crowdfunding,944
6581,Persevering high-level concept,Ramos-Gray,Arts,73499,44190,2022-10-09,2023-02-27,141,Active,939,47.06,226.55,INR,JustGiving,Hybrid,No,10639,South America,Chile,Developing,Serbia,New James,Gregory Davis,25,schroederallison@massey.com,358252,33.76279138,357,3.302133483,77.91054332,Yes,GoFundMe,21.49,Yes,Youth,Grants,816
6582,Implemented responsive analyzer,Tucker-Williams,Climate,354858,65003,2022-09-20,2023-01-25,127,Active,430,151.17,738.82,INR,JustGiving,Hybrid,No,32888,South America,Brazil,Developed,Lithuania,North Nataliebury,Teresa Ball,2,ujordan@yahoo.com,228275,1.23390245,389,1.323827296,12.03091892,No,JustGiving,3.97,No,Youth,Events,747
6583,Reverse-engineered local orchestration,Pratt Group,Startup,421617,196083,2022-10-19,2023-03-28,160,Suspended,1232,159.16,558.18,INR,Indiegogo,Online,No,16264,Oceania,Melanesia,Developing,Turkmenistan,Lisafort,Tammy Stone,21,davidmccormick@yahoo.com,805985,34.68046695,189,2.512043703,1.746690486,No,Indiegogo,16.06,No,Elderly,Subscription,664
6584,Pre-emptive local success,Alvarez LLC,Startup,359500,18196,2023-11-11,2024-01-27,77,Cancelled,1125,16.17,74.41,GBP,JustGiving,Online,Yes,34537,Europe,Western Europe,Developing,Mexico,Gonzalestown,Michelle Harrison,15,nicoleruiz@west.com,20843,49.77209478,487,2.394051066,32.47522444,Yes,Kickstarter,25.87,Yes,Elderly,Events,707
6585,Synchronized empowering matrix,Gibson-Howe,Health,3146,804,2024-03-09,2024-06-16,99,Active,1605,0.5,2.5,GBP,GoFundMe,Online,Yes,18869,South America,Brazil,Developing,Russian Federation,Charlesfort,Sandra Ward,13,rachel27@smith-glover.com,640283,22.59645192,141,4.887394111,69.84697353,No,Indiegogo,27.11,No,Youth,Crowdfunding,64
6586,Secured contextually-based Graphic Interface,"Castro, Adams and Espinoza",Startup,63771,37724,2024-02-13,2024-06-15,123,Active,290,130.08,424.25,GBP,GoFundMe,Hybrid,No,86397,Asia,South Asia,Developed,Reunion,New Kathybury,Russell Mcmillan,9,yblack@reed.com,776044,78.5117139,45,7.196424401,73.89799539,Yes,Kickstarter,29.54,No,Elderly,Grants,388
6587,Triple-buffered client-driven artificial intelligence,Santiago-Torres,Startup,206752,192198,2022-10-09,2022-12-26,78,Cancelled,1916,100.31,484.1,GBP,JustGiving,Offline,No,70263,Africa,West Africa,Underdeveloped,Guadeloupe,East Angela,Christine Gregory,19,xcarter@taylor.com,100483,5.997733661,343,2.807572165,44.23692811,No,Kickstarter,3.85,Yes,Adults,Events,903
6588,Diverse static focus group,Walker Ltd,Disaster Relief,280917,108976,2023-09-06,2023-11-24,79,Completed,562,193.91,645.54,GBP,GoFundMe,Hybrid,Yes,35033,North America,USA,Developed,Cuba,North Lisa,Stephanie Hunt,9,scottsolis@gmail.com,425350,40.69625207,205,2.586226141,57.38335511,No,JustGiving,7.16,Yes,Adults,Subscription,986
6589,Inverse bifurcated implementation,Martin-Green,Startup,312142,249080,2022-07-24,2022-08-25,32,Cancelled,1690,147.38,326.23,AUD,GoFundMe,Hybrid,No,41299,Asia,Southeast Asia,Developing,Hong Kong,Gravesmouth,Michele Adams,23,tflores@anderson-fields.com,606693,23.560524,75,1.288742801,8.836805369,No,JustGiving,2.8,No,Children,Subscription,920
6590,Cloned optimizing knowledgebase,"Terrell, Thomas and Martin",Arts,171167,132768,2024-02-20,2024-03-27,36,Active,503,263.95,442.92,AUD,JustGiving,Online,No,81905,North America,USA,Underdeveloped,Venezuela,Lake Jesse,Laura Powell,19,knoxalexa@yahoo.com,458823,81.27962258,431,0.058945711,21.18699387,No,GoFundMe,3.73,Yes,Elderly,Events,348
6591,Configurable 4thgeneration flexibility,Garcia PLC,Startup,73801,40997,2022-04-19,2022-09-12,146,Suspended,900,45.55,200.03,AUD,Kickstarter,Hybrid,Yes,22718,Oceania,Australia,Underdeveloped,Cocos (Keeling) Islands,Davidmouth,Mrs. Shelby Ballard MD,9,lfoster@johnson-reed.com,297865,91.28708383,296,4.672095734,47.70577959,Yes,Indiegogo,19.8,No,Adults,Crowdfunding,427
6592,Proactive multimedia data-warehouse,Smith PLC,Climate,95045,19175,2023-09-17,2024-01-26,131,Completed,388,49.42,171.13,GBP,GoFundMe,Online,No,54705,Asia,South Asia,Developing,South Georgia and the South Sandwich Islands,Mossshire,Sean Jones,7,kimberlyalvarado@hotmail.com,913645,10.57880509,270,2.860094514,58.95622198,No,Kickstarter,27.04,Yes,Youth,Crowdfunding,355
6593,Multi-channeled analyzing strategy,Davis Inc,Arts,388716,164251,2023-04-30,2023-09-16,139,Active,1946,84.4,303.2,USD,JustGiving,Online,No,65769,North America,Canada,Underdeveloped,Austria,North Meghanfort,Eric Watson,25,davidknapp@harris.com,934808,76.64587744,268,6.974769927,28.76931524,No,Kickstarter,15.26,Yes,Elderly,Events,597
6594,Reverse-engineered reciprocal Internet solution,Jefferson Group,Health,86717,72395,2023-08-03,2023-11-09,98,Suspended,1075,67.34,215.43,GBP,Kickstarter,Hybrid,No,84814,Europe,Northern Europe,Underdeveloped,Zimbabwe,Smithtown,John Grant,18,gravesjenna@yahoo.com,939697,58.5279954,47,7.633108979,77.88096344,Yes,JustGiving,24.23,Yes,Youth,Events,607
6595,Cross-platform full-range customer loyalty,Olsen Inc,Health,262391,113348,2024-01-25,2024-04-05,71,Completed,546,207.6,555.17,EUR,Indiegogo,Hybrid,No,43057,Oceania,New Zealand,Underdeveloped,Seychelles,Sullivanburgh,Connor Parker,25,johnryan@dudley.biz,970721,76.12697836,278,3.540082592,39.64387046,Yes,JustGiving,21.53,Yes,Adults,Subscription,855
6596,Customizable full-range methodology,Williams LLC,Arts,146178,25753,2023-04-23,2023-09-03,133,Cancelled,196,131.39,586.21,INR,Indiegogo,Online,Yes,35049,Europe,Western Europe,Underdeveloped,Dominica,Miguelhaven,Marissa Jackson,3,david81@hotmail.com,822734,5.200645559,316,2.573322672,95.74860143,Yes,GoFundMe,27,No,Youth,Grants,648
6597,Universal homogeneous solution,"Harris, Rosario and Horton",Arts,115303,79261,2023-08-08,2023-09-25,48,Completed,1670,47.46,129.99,INR,JustGiving,Hybrid,Yes,40929,Asia,East Asia,Underdeveloped,Faroe Islands,Jasmineview,Joshua Rogers,0,zmack@hotmail.com,441367,60.59258683,336,4.1689418,50.69870043,Yes,GoFundMe,9.51,Yes,Elderly,Grants,476
6598,Total actuating workforce,Thompson-Ramirez,Health,302341,112081,2024-03-16,2024-07-12,118,Suspended,1158,96.79,393.98,GBP,GoFundMe,Offline,Yes,89162,North America,Canada,Developed,Haiti,Stephensmouth,Margaret Kemp,22,mitchellsteele@hotmail.com,539224,18.37700859,464,6.351786842,79.57282187,Yes,Indiegogo,13.3,Yes,Adults,Crowdfunding,697
6599,Seamless attitude-oriented utilization,Gonzalez-Brown,Climate,115283,80433,2024-01-30,2024-03-11,41,Active,1192,67.48,330.69,USD,JustGiving,Offline,Yes,74271,Europe,Northern Europe,Developed,Libyan Arab Jamahiriya,North Michael,Timothy Norton,3,ybryant@hotmail.com,406425,19.64709195,228,8.981256976,63.12542063,Yes,Kickstarter,3.73,Yes,Adults,Crowdfunding,92
6600,Enhanced web-enabled superstructure,Morgan Inc,Climate,45783,13379,2022-08-06,2023-01-02,149,Suspended,92,145.42,688.39,EUR,Indiegogo,Hybrid,Yes,89727,Africa,West Africa,Developed,Seychelles,West Samuelside,Erika Humphrey,10,john42@jackson.com,912485,68.35653345,89,0.50686812,24.91287351,No,JustGiving,26.67,No,Children,Grants,526
6601,De-engineered reciprocal monitoring,Black-Johnson,Arts,102911,3652,2022-05-29,2022-10-05,129,Active,1087,3.36,8.98,USD,JustGiving,Hybrid,Yes,55984,Europe,Western Europe,Developed,Grenada,Walkerborough,Victoria Black,2,imoore@hotmail.com,551767,80.4475322,195,9.422468234,33.90679652,No,Kickstarter,7.61,No,Elderly,Grants,420
6602,Multi-lateral 5thgeneration algorithm,Solomon Group,Startup,124437,83284,2022-10-22,2023-01-15,85,Active,262,317.88,1162.1,EUR,Kickstarter,Offline,No,9178,Asia,East Asia,Developing,Central African Republic,Port Karen,Rhonda Watson,0,jacob82@bailey.com,989446,83.09786921,490,2.20365272,44.61824078,No,JustGiving,13.43,Yes,Children,Subscription,464
6603,Seamless global analyzer,Spence and Sons,Arts,321497,163180,2022-11-27,2023-02-05,70,Active,894,182.53,553.32,INR,Indiegogo,Offline,Yes,15088,North America,Mexico,Developing,Uzbekistan,West Hannah,Eric Klein,11,emilytaylor@simmons.com,51618,65.63732975,250,4.723871448,65.63024983,Yes,Kickstarter,25.19,Yes,Youth,Events,427
6604,Future-proofed interactive help-desk,"Espinoza, Garza and Patterson",Disaster Relief,349897,116830,2022-07-12,2022-10-16,96,Cancelled,1358,86.03,400.86,INR,Kickstarter,Online,No,81050,North America,Mexico,Underdeveloped,Nepal,Brianhaven,Tyler Sanchez,6,bonnie96@hotmail.com,861859,76.64749667,266,0.918421725,24.21592492,No,GoFundMe,2.3,Yes,Children,Grants,467
6605,Adaptive transitional orchestration,"Horton, Berry and Adams",Climate,284081,61240,2023-06-10,2023-07-17,37,Completed,879,69.67,253.48,EUR,Kickstarter,Online,Yes,14764,Oceania,New Zealand,Developed,Northern Mariana Islands,Lake Deborah,Scott Miller,11,eadams@yahoo.com,18210,77.80761181,252,7.058884682,67.80267943,No,GoFundMe,25.64,Yes,Children,Crowdfunding,914
6606,User-centric 24/7 extranet,Larson Ltd,Education,158938,112445,2024-03-21,2024-05-09,49,Cancelled,927,121.3,319.66,INR,JustGiving,Hybrid,No,80302,North America,USA,Developing,Bahamas,Edwardport,Andrew Johnson,14,robert67@gmail.com,270024,39.32986018,235,9.194916935,25.26604775,Yes,GoFundMe,10.32,Yes,Elderly,Crowdfunding,446
6607,Horizontal even-keeled workforce,Fowler PLC,Disaster Relief,428198,159192,2023-08-23,2024-02-08,169,Cancelled,1145,139.03,354.73,EUR,Indiegogo,Offline,Yes,23522,South America,Brazil,Developing,Armenia,East Heidiview,Kayla Carrillo,17,barbara54@yahoo.com,860544,85.94119187,111,3.050281063,19.51130736,No,JustGiving,27.35,Yes,Children,Grants,930
6608,Function-based static projection,Brown-Bailey,Education,329173,310996,2022-12-20,2023-04-12,113,Completed,187,1663.08,5625.4,GBP,Indiegogo,Hybrid,Yes,79588,Asia,Southeast Asia,Underdeveloped,Poland,East Lindaton,Cristina Higgins,25,bradleymelissa@anderson.com,23296,70.15518703,484,4.787019282,65.9514771,Yes,GoFundMe,6.71,Yes,Youth,Crowdfunding,270
6609,Optional incremental circuit,Carlson-Mann,Startup,149207,146849,2022-05-05,2022-08-31,118,Completed,1668,88.04,207.91,USD,Indiegogo,Offline,No,69295,Oceania,New Zealand,Developed,Hong Kong,Susanchester,Karen Gilmore,15,julie19@gmail.com,768067,92.81987958,129,7.778363167,97.22371836,No,JustGiving,9.43,No,Children,Subscription,973
6610,Triple-buffered eco-centric forecast,Li-Palmer,Climate,254622,31841,2022-04-26,2022-10-03,160,Active,1658,19.2,40.45,INR,JustGiving,Online,Yes,27848,Africa,East Africa,Developing,Azerbaijan,New Jean,Erika Jones,11,danieltaylor@davis.com,560361,43.19499885,385,1.098867782,46.00194947,Yes,JustGiving,13.94,No,Youth,Subscription,827
6611,Managed heuristic algorithm,"Johns, Reese and Zamora",Disaster Relief,453844,152933,2023-06-21,2023-09-21,92,Cancelled,874,174.98,689.37,AUD,Indiegogo,Hybrid,No,66919,Oceania,Melanesia,Developing,Lao People's Democratic Republic,Smithchester,Dale Weiss,10,ojohnson@sparks.biz,365639,35.27944159,355,7.286975859,5.398907438,No,GoFundMe,25.38,Yes,Elderly,Grants,936
6612,Horizontal optimal artificial intelligence,"Hayes, Patel and Hernandez",Startup,94915,18184,2024-03-15,2024-08-15,153,Suspended,1649,11.03,31.1,USD,Indiegogo,Offline,Yes,11625,Asia,Southeast Asia,Underdeveloped,Serbia,North Courtneyfort,Michael Singh,15,josephpoole@yahoo.com,614303,92.34459148,27,3.037829564,24.31752242,Yes,JustGiving,9.88,No,Adults,Events,755
6613,Distributed bi-directional hub,"Sims, Roberts and Wallace",Health,384422,239785,2022-07-07,2022-11-21,137,Suspended,546,439.17,1741.23,EUR,Kickstarter,Offline,No,36448,Oceania,New Zealand,Developed,Austria,Maryfurt,Sabrina Stevenson,17,jmiller@singh-guzman.com,579884,93.23774836,479,5.178048182,94.11295922,Yes,Indiegogo,2.85,Yes,Elderly,Events,590
6614,Versatile needs-based budgetary management,Malone-Navarro,Startup,346340,177447,2022-11-05,2023-04-11,157,Completed,537,330.44,684.72,AUD,Kickstarter,Offline,No,20350,South America,Argentina,Developed,Iceland,Andrewview,Kelly Obrien,24,adrian26@hotmail.com,960102,71.31092833,1,7.601696111,38.19137971,No,Indiegogo,23.28,No,Elderly,Crowdfunding,463
6615,Future-proofed scalable methodology,"Glover, Scott and Guzman",Disaster Relief,382538,155526,2022-10-18,2023-01-25,99,Active,850,182.97,625.72,EUR,Kickstarter,Online,Yes,97022,Europe,Southern Europe,Underdeveloped,Mali,North Mariahaven,Lynn Arnold,4,khunter@hotmail.com,425369,8.637560841,75,0.324739093,25.38994295,Yes,JustGiving,5.59,No,Adults,Events,404
6616,Integrated dedicated software,"Kennedy, Nelson and Wells",Disaster Relief,391963,235209,2024-02-05,2024-07-01,147,Suspended,966,243.49,556.26,AUD,JustGiving,Online,Yes,6973,Africa,East Africa,Underdeveloped,United Kingdom,Port Erinshire,Dr. Dawn Yu,12,wcollins@hobbs.info,718044,73.70797245,400,9.91059364,39.76553973,No,GoFundMe,1.1,Yes,Elderly,Grants,490
6617,Reverse-engineered secondary migration,Erickson LLC,Disaster Relief,81288,42246,2023-12-31,2024-04-16,107,Completed,222,190.3,761.24,AUD,Kickstarter,Offline,No,80091,Oceania,Melanesia,Developed,Cook Islands,East Jonshire,Deborah Miller,7,allenjason@torres-taylor.biz,986683,6.329424075,32,8.738568003,44.17043472,Yes,Indiegogo,14.97,Yes,Children,Events,638
6618,Organic clear-thinking hierarchy,"Bailey, Lin and Jones",Climate,313926,274587,2023-11-18,2024-02-19,93,Cancelled,1084,253.31,1121.71,AUD,Kickstarter,Offline,No,81537,Europe,Western Europe,Developing,Sao Tome and Principe,Andersonburgh,Sarah Acosta,19,hernandezrobert@gmail.com,982691,59.40319044,57,6.388530263,5.726020623,Yes,Kickstarter,24.59,No,Youth,Subscription,562
6619,Assimilated reciprocal frame,Robinson-Fowler,Startup,70414,44286,2023-03-06,2023-07-27,143,Completed,1346,32.9,49.99,AUD,GoFundMe,Hybrid,Yes,87380,Europe,Northern Europe,Developing,France,Roberthaven,Eric Lee Jr.,14,jennifer47@king.com,336687,97.5660644,195,1.328016535,75.44615984,Yes,Indiegogo,19.89,No,Elderly,Crowdfunding,150
6620,Persistent clear-thinking Local Area Network,Hunt PLC,Disaster Relief,73224,58447,2023-10-04,2024-03-05,153,Suspended,1676,34.87,157.62,EUR,Indiegogo,Online,No,80079,Asia,South Asia,Developing,Cuba,West Karlaborough,Richard Grant,16,matthew52@alexander.com,10372,79.90000173,221,2.883095311,43.08783717,No,JustGiving,17.95,No,Youth,Events,836
6621,Progressive discrete utilization,Cherry-Garcia,Arts,212759,160315,2023-01-05,2023-02-14,40,Active,1677,95.6,453.77,GBP,Indiegogo,Hybrid,Yes,44657,Oceania,Melanesia,Underdeveloped,Tonga,South Susanfort,Allison Mccoy,9,kellykennedy@watson.org,123476,31.07738214,127,7.107593599,98.04977183,No,Indiegogo,4.49,No,Elderly,Grants,589
6622,Open-architected didactic complexity,Smith Ltd,Health,484529,33897,2022-11-21,2023-01-28,68,Completed,1009,33.59,91.2,INR,GoFundMe,Hybrid,Yes,90567,South America,Brazil,Developed,Luxembourg,Goodmanburgh,James Cunningham,24,newmanjacqueline@hotmail.com,654139,18.23772935,105,6.548723191,36.45260734,No,GoFundMe,16.83,No,Children,Events,602
6623,Customizable leadingedge service-desk,Price-Campbell,Health,382872,287302,2024-03-26,2024-07-20,116,Completed,1514,189.76,363.79,USD,Kickstarter,Online,Yes,92735,North America,USA,Underdeveloped,Ethiopia,North Courtney,Michael Jenkins,9,ureese@yahoo.com,624182,41.39685256,168,0.084569731,61.93194385,No,Kickstarter,25.69,No,Children,Events,755
6624,Phased actuating data-warehouse,Johnson Inc,Disaster Relief,295406,202063,2023-10-22,2024-03-05,135,Completed,1677,120.49,445.62,USD,GoFundMe,Hybrid,Yes,93589,Europe,Western Europe,Developing,Latvia,Port Isaiahchester,Walter Jenkins,10,hardinmary@hotmail.com,615060,74.63068762,1,1.186170093,10.55579434,Yes,Indiegogo,10.03,No,Adults,Grants,926
6625,Secured systemic architecture,"Jones, Ramirez and Jones",Disaster Relief,155977,135090,2022-05-29,2022-11-14,169,Active,173,780.87,1291.46,GBP,Kickstarter,Hybrid,No,52357,Africa,East Africa,Developed,Equatorial Guinea,Lake Alexport,Julie Tucker,17,ryanmullins@yahoo.com,780939,69.87492127,492,1.565010806,78.39458344,No,Kickstarter,29.53,No,Youth,Grants,180
6626,Distributed 6thgeneration Internet solution,"Ortiz, Moore and Anderson",Disaster Relief,65628,17781,2023-12-02,2024-04-13,133,Completed,592,30.04,66.61,EUR,Kickstarter,Offline,No,27497,Asia,East Asia,Underdeveloped,Lesotho,Connerberg,Janet Horton,13,fthompson@gmail.com,147191,36.65545758,274,6.357444022,48.91733568,No,JustGiving,10.84,No,Children,Crowdfunding,69
6627,Exclusive high-level middleware,Guzman-Aguirre,Education,374630,250087,2022-05-13,2022-08-12,91,Suspended,550,454.7,1065.85,GBP,GoFundMe,Offline,Yes,57727,Oceania,New Zealand,Developed,Greece,Josephland,Dennis Crosby,19,kellymiller@yahoo.com,652825,29.53845395,64,8.345825948,95.45707486,Yes,Indiegogo,2,Yes,Youth,Grants,996
6628,User-centric uniform database,Wright and Sons,Startup,31807,10569,2023-06-28,2023-11-29,154,Active,1829,5.78,27.25,AUD,Indiegogo,Hybrid,No,62047,South America,Argentina,Developing,United Arab Emirates,North Jenniferbury,Isabel Williams,16,esmith@hotmail.com,400160,20.81393541,116,2.877433938,66.43970058,No,Kickstarter,29.71,No,Adults,Crowdfunding,458
6629,Synergized value-added flexibility,Church Ltd,Climate,90452,68203,2023-09-23,2024-03-03,162,Active,1426,47.83,178.36,EUR,JustGiving,Hybrid,Yes,98390,South America,Argentina,Underdeveloped,Malta,South Kelsey,Charlotte Hamilton,9,sarmstrong@gonzales.org,460813,31.84892636,94,7.138955031,28.59256315,No,GoFundMe,27.11,No,Elderly,Crowdfunding,478
6630,Function-based national strategy,"Ford, Fowler and Ramirez",Startup,337125,89188,2023-12-26,2024-04-07,103,Suspended,385,231.66,452.64,GBP,Kickstarter,Hybrid,No,42921,North America,Mexico,Underdeveloped,Seychelles,East Jesse,Peter Howell,17,yhoward@yahoo.com,7393,96.20949939,6,7.376711428,30.64970554,No,Kickstarter,16.36,No,Youth,Events,490
6631,Front-line global synergy,"Oliver, Bowman and George",Education,451642,203056,2022-09-27,2023-03-21,175,Completed,864,235.02,378.07,USD,JustGiving,Online,Yes,51634,North America,Mexico,Underdeveloped,Afghanistan,South Brian,Catherine Rivera,16,michael30@gmail.com,713179,48.92404219,55,1.530658119,67.6585112,Yes,GoFundMe,3.85,Yes,Elderly,Subscription,397
6632,Mandatory exuding help-desk,Brown-Wilson,Education,478419,463417,2023-01-30,2023-03-23,52,Suspended,976,474.81,1012.75,GBP,GoFundMe,Offline,Yes,12837,South America,Chile,Developing,Slovakia (Slovak Republic),Masseyview,Rachel Castillo,18,cynthia96@gmail.com,59848,44.09088214,123,8.879295355,68.92811494,No,GoFundMe,7.78,Yes,Adults,Grants,992
6633,Ergonomic multi-state capability,Jensen Ltd,Health,425834,125513,2022-05-10,2022-08-14,96,Suspended,482,260.4,677.23,EUR,JustGiving,Online,No,60622,Africa,West Africa,Underdeveloped,China,Waltersmouth,Pamela Pennington,7,udominguez@miller-franklin.com,725942,11.70496658,162,1.352665615,50.30062099,Yes,Indiegogo,5.8,No,Children,Grants,788
6634,Extended zero-defect attitude,"Harris, Caldwell and Hudson",Education,18931,14112,2023-05-28,2023-07-13,46,Suspended,1322,10.67,43.25,INR,JustGiving,Offline,Yes,17973,Europe,Western Europe,Developing,Italy,East Sara,Deborah Clark,19,patrick55@hicks.com,511871,40.83569058,214,0.95769698,44.4742683,No,Kickstarter,6.54,Yes,Children,Grants,490
6635,Re-contextualized client-server encryption,Peters-Wright,Arts,141462,126638,2023-10-27,2023-12-04,38,Cancelled,922,137.35,564.99,GBP,Indiegogo,Online,No,19917,Asia,South Asia,Underdeveloped,Germany,South Angelamouth,Michael Velez DVM,9,mindyanderson@lee-brown.com,925349,81.70877074,6,0.674370952,91.47191054,No,GoFundMe,24.23,Yes,Youth,Grants,443
6636,Public-key optimizing time-frame,Mason-Lamb,Arts,385493,191186,2022-09-01,2022-10-02,31,Cancelled,1525,125.37,437.79,GBP,JustGiving,Hybrid,Yes,68080,South America,Argentina,Underdeveloped,Lao People's Democratic Republic,Martinezton,Teresa Cooper,7,april13@rowland.info,731535,2.511496669,245,8.015675316,85.78276065,No,Kickstarter,29.44,No,Children,Grants,56
6637,Ergonomic neutral help-desk,Bruce-Patel,Health,301733,244146,2023-03-20,2023-07-07,109,Completed,300,813.82,1520.36,INR,Indiegogo,Offline,No,43723,Asia,East Asia,Underdeveloped,Isle of Man,South Kristin,Suzanne Powell,24,williamjohnson@gmail.com,166135,92.8510126,189,9.183544936,53.5167276,Yes,Kickstarter,17.21,Yes,Children,Grants,617
6638,Automated 6thgeneration time-frame,"Scott, Rogers and Mckay",Health,165592,118298,2023-08-25,2024-01-17,145,Completed,1021,115.86,489.26,INR,GoFundMe,Online,Yes,93077,North America,Canada,Developed,Mayotte,Mcknightmouth,Justin Rhodes,3,mark48@hotmail.com,609743,59.99753378,332,8.057081256,60.48124114,No,Indiegogo,3.4,Yes,Adults,Subscription,486
6639,Balanced demand-driven Graphic Interface,"Wright, Boyd and Brown",Startup,417896,118549,2022-06-01,2022-08-05,65,Active,1695,69.94,249.85,USD,Indiegogo,Offline,Yes,98426,Oceania,Melanesia,Developing,Falkland Islands (Malvinas),Port Shanebury,Kelly Houston,23,wilcoxtina@brock.net,91718,91.59350581,215,2.748975536,85.91173066,No,GoFundMe,11.3,Yes,Elderly,Events,299
6640,Virtual scalable product,Stone Group,Disaster Relief,103233,52634,2022-09-15,2023-01-11,118,Completed,462,113.93,324.93,AUD,GoFundMe,Hybrid,No,82386,North America,Mexico,Developed,Liechtenstein,East Nicolehaven,Sydney James,11,obailey@gmail.com,513649,34.98498415,114,3.982566049,10.18351675,No,JustGiving,9.05,Yes,Elderly,Events,632
6641,Function-based motivating product,Park-Jones,Education,68307,30647,2022-11-22,2023-01-03,42,Suspended,1576,19.45,97.23,EUR,Indiegogo,Offline,No,52399,Europe,Northern Europe,Developed,Korea,Lake John,Brandy Irwin,25,brett84@hogan.com,483975,85.41857956,432,7.156507901,90.80617529,No,Kickstarter,6.83,No,Children,Subscription,894
6642,Proactive discrete structure,"Harris, Steele and Jones",Climate,130745,80072,2023-12-12,2024-03-05,84,Active,228,351.19,1210.01,USD,Kickstarter,Offline,No,35810,South America,Chile,Developing,Ecuador,Lukefurt,James Gentry,17,harrisheather@gmail.com,507702,58.34510995,347,1.152695246,38.40398465,Yes,Kickstarter,13.13,Yes,Elderly,Events,81
6643,Sharable exuding alliance,Ingram and Sons,Climate,274670,13543,2023-10-13,2023-12-08,56,Active,722,18.76,49.96,USD,GoFundMe,Offline,No,2712,North America,Mexico,Developed,San Marino,East Shannonstad,Wanda Johnson,9,msanchez@wagner-wilson.com,595624,40.22091972,47,3.065211234,53.19619831,Yes,Indiegogo,20.27,No,Youth,Grants,849
6644,Exclusive attitude-oriented frame,Cortez Inc,Climate,273216,258597,2023-09-11,2024-01-15,126,Suspended,1735,149.05,739.55,GBP,Indiegogo,Offline,Yes,22790,Oceania,New Zealand,Developed,Swaziland,Wilkinschester,Michael Ingram,4,kristinehernandez@giles-green.org,660676,73.18320589,39,9.219988297,96.56072687,Yes,Indiegogo,8.95,Yes,Adults,Subscription,649
6645,Cloned empowering core,Mata LLC,Startup,439669,181350,2022-04-27,2022-07-03,67,Suspended,783,231.61,386.36,INR,Indiegogo,Hybrid,Yes,25646,Asia,South Asia,Developing,Northern Mariana Islands,Port Allenbury,Alexander Blackburn,18,cruzjames@anderson.com,865987,72.91818817,499,3.548144507,13.10980134,No,JustGiving,5.32,Yes,Adults,Events,450
6646,Open-source real-time moratorium,"Vargas, Edwards and Murphy",Startup,46304,18696,2023-11-25,2024-01-01,37,Cancelled,918,20.37,45.33,GBP,JustGiving,Offline,Yes,49259,Europe,Western Europe,Underdeveloped,Myanmar,Allenfort,Sandra Jones,6,vincent10@gmail.com,47723,79.48879995,452,7.947711835,18.58835227,Yes,Indiegogo,19.16,No,Youth,Grants,417
6647,Optional next generation encoding,"James, Schmidt and Browning",Health,239669,222171,2023-07-16,2023-08-15,30,Completed,654,339.71,653.57,INR,JustGiving,Online,No,17160,North America,Canada,Developing,Guatemala,Brandonborough,Robert Cruz,19,creyes@hotmail.com,364337,12.00630599,176,4.540428219,50.74409687,No,Kickstarter,2.98,Yes,Children,Events,487
6648,Innovative zero administration monitoring,Hoffman-Vaughn,Disaster Relief,359975,242249,2023-04-08,2023-08-31,145,Completed,399,607.14,1170.54,AUD,GoFundMe,Online,Yes,15409,North America,USA,Developed,Poland,West Kennethside,Jordan Nielsen,14,joseph01@gmail.com,597928,91.57784649,352,6.364834093,59.26061128,No,Kickstarter,25.97,No,Adults,Subscription,103
6649,Self-enabling composite standardization,Oliver-Hall,Education,334231,195726,2024-02-23,2024-08-19,178,Completed,419,467.13,775.27,INR,JustGiving,Online,Yes,33486,Asia,East Asia,Developing,Montenegro,Port Mark,Adam Mckenzie,21,zriggs@miller.org,236731,96.52645774,283,1.706242204,94.5222365,Yes,JustGiving,24.43,Yes,Elderly,Subscription,940
6650,Operative logistical customer loyalty,Farrell and Sons,Startup,134348,42631,2023-03-03,2023-07-13,132,Completed,1721,24.77,99.16,INR,GoFundMe,Offline,No,89698,Africa,East Africa,Developing,Lao People's Democratic Republic,Jacksonborough,Mr. Brian Park,12,longdiane@schneider.com,523121,0.766821809,148,0.674464754,50.168251,No,Indiegogo,10.32,No,Children,Events,670
