Fund_ID,Fund_Name,Organization_Name,Category,Fundraising_Goal_USD,Amount_Raised_USD,Start_Date,End_Date,Duration_Days,Status,Donor_Count,Average_Donation_USD,Top_Donor_Amount_USD,Currency,Fundraising_Platform,Campaign_Type,Is_Tax_Exempt,Marketing_Spend_USD,Region,Sub_Region,World_Part,Country,City,Organizer_Name,Organizer_Experience_Years,Organizer_Contact_Email,Social_Media_Reach,Media_Coverage_Score,Volunteer_Count,Fund_Transparency_Score,Repeat_Donors_Percentage,Mobile_Donations_Allowed,Payment_Gateway_Used,Fundraising_Cost_Percent,External_Funding_Received,Main_Beneficiary_Age_Group,Fundraising_Method,Comments_Count
5302,Distributed 3rdgeneration Local Area Network,"Brown, Fuller and Gutierrez",Arts,331774,117069,2022-10-18,2023-03-07,140,Completed,585,200.12,698.4,USD,GoFundMe,Hybrid,Yes,41246,North America,USA,Underdeveloped,Wallis and Futuna,Nicoleberg,Erik Dickerson,6,nelsonhannah@gallagher.info,301019,44.8574479182274,458,2.746388731154675,78.00334862532382,Yes,GoFundMe,5.5,Yes,Elderly,Grants,637
5303,Compatible methodical utilization,Brewer Ltd,Arts,69738,55216,2023-06-10,2023-11-02,145,Suspended,1793,30.8,139.23,INR,Indiegogo,Hybrid,No,77416,North America,Canada,Underdeveloped,Tokelau,South Kelly,Richard Blanchard,16,holmesmadison@hotmail.com,617856,23.071836889519293,68,9.148687240374194,79.44946413524917,No,JustGiving,29.48,Yes,Youth,Events,550
5304,Open-source regional knowledge user,Flowers-Robertson,Arts,429831,163379,2022-11-12,2022-12-20,38,Active,153,1067.84,3314.85,USD,JustGiving,Hybrid,Yes,5926,Asia,East Asia,Underdeveloped,Bolivia,New Pamelaton,Sabrina Jones,21,ohill@gmail.com,183115,10.354194661731297,238,6.722312330810301,77.86276500369783,No,JustGiving,19.9,Yes,Children,Crowdfunding,657
5305,Triple-buffered interactive projection,Clarke-Gilmore,Arts,381166,367880,2023-01-17,2023-07-08,172,Cancelled,1643,223.91,1007.4,INR,JustGiving,Hybrid,No,72614,Asia,South Asia,Developed,Zambia,Lake Joseph,Sherri Maldonado,14,robert04@gonzales.com,442554,37.44411724936011,27,7.6110385824354605,0.8402047404597046,Yes,Indiegogo,4.19,No,Adults,Grants,594
5306,Front-line modular Graphic Interface,Moore-Taylor,Health,172619,16126,2024-02-10,2024-03-28,47,Completed,989,16.31,37.77,USD,Indiegogo,Hybrid,Yes,29343,North America,Canada,Underdeveloped,Thailand,Barbarafort,Joe Anderson,17,rsanders@jackson.info,794294,64.36034946765477,427,5.273693677623661,20.043467456564233,Yes,GoFundMe,10.2,No,Youth,Subscription,948
5307,Synergistic web-enabled implementation,Warner-Watson,Education,172339,17187,2022-08-05,2022-10-05,61,Completed,126,136.4,291.14,AUD,GoFundMe,Hybrid,Yes,75797,South America,Brazil,Developing,El Salvador,Gilesberg,Charles Fitzpatrick,10,vlowe@hotmail.com,21072,28.490132687632908,104,1.4251680509289266,20.658931881641873,No,Indiegogo,17.71,No,Adults,Events,675
5308,Team-oriented scalable contingency,"Baker, Martinez and Lee",Health,208900,2364,2022-12-21,2023-03-15,84,Active,1088,2.17,8.15,GBP,Kickstarter,Offline,No,64220,Africa,West Africa,Developed,Croatia,Reyesberg,Ryan Carlson,17,thomaspatricia@hotmail.com,108496,51.448246467640224,3,2.1584188326448084,95.61436849590123,Yes,GoFundMe,12.06,Yes,Elderly,Grants,968
5309,Implemented executive help-desk,"Burgess, Green and Adkins",Disaster Relief,433944,349495,2024-03-19,2024-08-19,153,Completed,1741,200.74,724.84,GBP,GoFundMe,Hybrid,Yes,36785,South America,Argentina,Underdeveloped,United States of America,East Patricia,Edward Norris DDS,14,bennettdaniel@yahoo.com,141303,96.0679043851167,245,1.5949672242777213,6.012440725565882,Yes,GoFundMe,24.12,No,Adults,Grants,671
5310,Multi-lateral maximized time-frame,Williamson-Rodriguez,Health,420890,131902,2022-08-15,2022-11-01,78,Suspended,1022,129.06,244.36,USD,Kickstarter,Offline,Yes,65051,Europe,Western Europe,Underdeveloped,Ukraine,Lake Megan,Cynthia Turner,1,bettyallen@gmail.com,767800,58.23986880752736,318,8.719875158999495,27.341439943824554,No,JustGiving,15.21,Yes,Youth,Grants,234
5311,De-engineered zero tolerance time-frame,"Sheppard, Ayala and Kane",Health,435578,434382,2022-11-23,2023-04-30,158,Suspended,106,4097.94,9139.38,AUD,GoFundMe,Hybrid,No,79822,North America,Mexico,Developing,Costa Rica,Duranshire,Tony Gordon,15,nashmargaret@cooper-bell.com,818116,11.432247175255316,163,6.515508972181882,93.70919856913119,Yes,Kickstarter,29.52,Yes,Youth,Grants,886
5312,Optimized solution-oriented productivity,Blake Inc,Health,199832,180932,2022-04-18,2022-09-15,150,Cancelled,1392,129.98,465.49,INR,GoFundMe,Offline,Yes,54149,North America,Canada,Underdeveloped,Zimbabwe,Erikaside,Julie Hicks,21,gina18@clements-kennedy.com,12971,81.68975687612489,142,3.5418324972177997,39.70632392092269,Yes,JustGiving,18.45,Yes,Elderly,Subscription,339
5313,Persevering explicit installation,Saunders-Vasquez,Disaster Relief,113141,65411,2022-11-16,2023-01-14,59,Active,599,109.2,459.86,USD,Kickstarter,Online,Yes,10063,Europe,Southern Europe,Developed,Angola,Garrettberg,Christina Jordan,11,laurawood@gmail.com,518009,90.7307494245966,286,6.594681471336433,9.034609278625927,No,Kickstarter,21.67,No,Children,Grants,651
5314,Programmable intermediate leverage,"Smith, Turner and Wilson",Climate,178157,141457,2023-08-09,2023-12-06,119,Active,977,144.79,493.49,GBP,GoFundMe,Offline,No,26644,South America,Argentina,Developed,Lao People's Democratic Republic,Jimmyville,Crystal Salinas,8,clucero@white-adams.com,386904,82.90514849445097,214,9.434212516885491,58.28194736168889,Yes,Indiegogo,20.01,Yes,Children,Subscription,177
5315,Re-contextualized real-time definition,"Mcintosh, Wilkins and Mora",Climate,87281,1932,2024-01-28,2024-05-09,102,Active,1749,1.1,3.82,AUD,GoFundMe,Hybrid,Yes,42388,Oceania,Australia,Developed,Central African Republic,Bellhaven,Monica Smith,19,jonathan69@johnson-sullivan.com,992595,32.087039155318166,348,8.243958250126905,80.70692100992501,Yes,Indiegogo,7.87,No,Youth,Events,917
5316,Configurable client-driven Graphical User Interface,Nash-Simpson,Arts,138823,906,2024-03-03,2024-04-27,55,Active,1461,0.62,2.4,AUD,Kickstarter,Hybrid,No,4240,North America,Canada,Underdeveloped,Germany,Christopherchester,Samuel Schneider,23,joseph56@silva-brown.biz,240676,55.887284026594585,291,1.6208082546399516,31.10380611247672,Yes,Indiegogo,17.51,No,Children,Events,141
5317,Profit-focused reciprocal projection,Young Ltd,Startup,138093,95472,2022-06-24,2022-09-05,73,Suspended,148,645.08,2434.51,USD,JustGiving,Offline,No,9050,Europe,Western Europe,Developing,Namibia,Jamesstad,David Rodriguez,20,urubio@hotmail.com,937927,60.396920249169774,299,9.602481209157137,39.54927898968123,Yes,Indiegogo,13.74,No,Children,Grants,208
5318,Expanded tangible function,Peterson PLC,Startup,66777,3528,2023-07-27,2023-11-12,108,Cancelled,1592,2.22,6.5,INR,Indiegogo,Online,No,53244,South America,Chile,Underdeveloped,Cameroon,Susanmouth,Colton Bryant,1,ycollins@gmail.com,535411,95.45059877994913,8,3.110626846129352,12.371038478738082,Yes,Indiegogo,19.16,No,Children,Grants,302
5319,Customer-focused 5thgeneration open system,Pittman-Daugherty,Climate,289749,45733,2022-12-03,2023-04-10,128,Cancelled,550,83.15,370.96,EUR,GoFundMe,Hybrid,Yes,37114,South America,Argentina,Underdeveloped,Turkey,Kennedystad,Kristopher Vasquez,9,oboyle@foster-marshall.org,63264,47.96258982085191,233,4.907817027890752,21.031355551942376,Yes,Indiegogo,7.48,Yes,Elderly,Events,104
5320,Triple-buffered dedicated standardization,"Vega, White and Dominguez",Climate,419846,190016,2023-05-15,2023-10-20,158,Suspended,1864,101.94,284.58,USD,JustGiving,Offline,No,54649,North America,USA,Underdeveloped,Saint Helena,Robinhaven,Cheryl Bryant,5,vanderson@yahoo.com,385076,76.84015553987685,229,2.8562473882352526,63.13515252498244,No,Kickstarter,4.93,Yes,Youth,Events,873
5321,Reactive optimizing protocol,"Walters, Schroeder and Ruiz",Startup,164495,38865,2024-01-31,2024-04-12,72,Suspended,467,83.22,286.55,USD,GoFundMe,Hybrid,Yes,28887,North America,Canada,Underdeveloped,Pitcairn Islands,Saraberg,Ashley Warner,20,fosterkayla@green.com,342685,13.105258460087931,155,5.03895517684859,71.84566179014709,No,JustGiving,21.21,Yes,Children,Grants,679
5322,Cross-group zero administration application,"Perez, Powell and Rogers",Health,68688,27562,2023-08-04,2023-11-14,102,Suspended,1067,25.83,64.08,GBP,JustGiving,Hybrid,No,49606,South America,Chile,Developing,Maldives,Craneside,Amber Reese,14,xbrown@garner-best.com,14619,29.19195720766542,46,8.189844605343307,25.55367379506229,Yes,GoFundMe,8.23,Yes,Children,Crowdfunding,997
5323,Fundamental explicit Graphical User Interface,Lopez-Bean,Startup,87232,25860,2022-05-24,2022-07-31,68,Active,325,79.57,214.7,GBP,Indiegogo,Offline,No,8400,Oceania,Melanesia,Underdeveloped,Niue,Pacefort,Andrew Webb,7,moonnathaniel@ball.org,198194,19.26039534776813,414,0.1361077180231085,8.833184502265489,No,Kickstarter,19.92,No,Children,Crowdfunding,487
5324,Synergized mobile installation,Townsend-Kerr,Startup,488613,189829,2022-09-05,2022-10-10,35,Completed,999,190.02,385.37,GBP,Kickstarter,Offline,No,98493,Oceania,Australia,Underdeveloped,Poland,Hernandezchester,Carrie Gill,6,nturner@yahoo.com,393449,10.69177244331545,181,7.794965355369322,44.438466152704024,No,GoFundMe,24.33,No,Youth,Events,939
5325,Advanced context-sensitive firmware,Wheeler Inc,Disaster Relief,219204,177097,2022-11-08,2023-05-05,178,Suspended,1358,130.41,383.95,GBP,Indiegogo,Hybrid,No,51743,South America,Argentina,Underdeveloped,Czech Republic,Jonesside,Stacy Peterson,1,ydavidson@curtis.com,488378,90.39092030562661,308,4.2130213927246,94.99694354904499,No,Kickstarter,2.12,No,Elderly,Grants,365
5326,Expanded impactful hierarchy,Flores Inc,Startup,11458,11097,2022-10-28,2023-01-28,92,Active,660,16.81,39.52,INR,Kickstarter,Hybrid,No,91818,South America,Argentina,Developing,Iceland,Lake Michaelhaven,Paula Sanchez,5,zhudson@perez-holloway.biz,466015,34.68771788484316,19,8.111888739804325,76.79223636288567,Yes,Indiegogo,19.32,Yes,Youth,Grants,525
5327,Sharable homogeneous success,"Reid, Martin and Shaw",Education,24143,9938,2024-02-25,2024-07-17,143,Cancelled,1151,8.63,33.12,EUR,JustGiving,Online,Yes,49231,North America,Canada,Developing,Lebanon,Lake Jamieshire,Nicholas Richardson,14,peggyglenn@hernandez.com,132422,72.38645307269711,121,4.616955530071353,26.581496501412605,No,Kickstarter,21.35,No,Elderly,Crowdfunding,36
5328,Optional empowering extranet,King-Hall,Education,163053,81019,2024-02-16,2024-03-21,34,Cancelled,22,3682.68,7788.48,USD,Indiegogo,Offline,Yes,41063,Europe,Northern Europe,Developing,Kiribati,Deanshire,Alicia Miller,12,johnathan24@murray.org,55375,69.04268891061238,397,8.3244096274085,77.43332100260828,No,JustGiving,22.84,No,Youth,Crowdfunding,457
5329,Ergonomic incremental utilization,Rose and Sons,Climate,258997,187737,2023-12-26,2024-05-06,132,Completed,1197,156.84,633.77,EUR,JustGiving,Hybrid,No,58575,Oceania,Melanesia,Underdeveloped,Swaziland,Sarahfort,Lauren Robinson,6,averycurtis@nguyen-alexander.com,472167,95.18395023765672,209,4.865977613133464,7.905808102777845,Yes,GoFundMe,25.46,No,Adults,Grants,659
5330,Quality-focused actuating superstructure,Silva-Harris,Disaster Relief,277167,110444,2023-06-28,2023-11-25,150,Completed,624,176.99,492.45,AUD,GoFundMe,Hybrid,No,38967,Africa,West Africa,Developing,Serbia,West Michael,Lisa Velasquez,17,harmonandrew@sanchez-morris.com,351296,70.12970463004442,374,0.7175766548378781,62.82961175722765,Yes,Indiegogo,12.35,No,Children,Grants,551
5331,Intuitive global Graphical User Interface,"Pierce, Brandt and Meyer",Disaster Relief,208359,162713,2023-09-01,2023-10-21,50,Active,820,198.43,963.84,INR,JustGiving,Offline,No,86287,Europe,Northern Europe,Underdeveloped,Fiji,West Dustinview,Sarah Stokes,8,sherrera@hotmail.com,940156,93.36008888769953,253,1.866135276789339,77.845273533233,Yes,Indiegogo,1.18,No,Adults,Subscription,652
5332,Managed transitional hierarchy,Bell Inc,Disaster Relief,271247,225018,2023-12-10,2024-01-21,42,Cancelled,828,271.76,563.56,AUD,JustGiving,Hybrid,Yes,55394,Oceania,New Zealand,Developed,British Virgin Islands,Port Angelica,Patricia Wilson,22,weberbriana@morrison-gray.info,363165,99.84784977437081,436,0.7730659255620986,1.3012263199245533,No,Indiegogo,3.55,No,Elderly,Grants,462
5333,Cross-platform didactic instruction set,Nguyen-Thompson,Arts,53896,37192,2024-02-11,2024-06-02,112,Active,19,1957.47,6188.88,INR,JustGiving,Hybrid,Yes,89157,Africa,West Africa,Developed,Antigua and Barbuda,Lake Nathanielchester,Mario Maddox,21,rebecca77@velazquez.net,105363,63.42416671536952,41,4.59162069891966,28.97220383022673,Yes,JustGiving,15.57,Yes,Children,Subscription,171
5334,Optimized actuating frame,Simpson PLC,Education,203860,158985,2022-04-29,2022-10-09,163,Suspended,1359,116.99,540.72,USD,Kickstarter,Hybrid,Yes,61679,North America,Canada,Developing,Greece,New Jessicaton,Stacey Keith,25,joel35@gmail.com,299261,47.564674749561945,458,2.8861800415906624,97.96803303986782,Yes,Kickstarter,29.15,No,Children,Subscription,83
5335,Visionary fresh-thinking methodology,Owen-Pruitt,Startup,388452,220027,2022-08-28,2022-10-31,64,Completed,1473,149.37,676.66,AUD,Kickstarter,Online,No,70724,South America,Argentina,Underdeveloped,Anguilla,New Ryan,Alex Daniels,24,hwu@gmail.com,216072,66.35654818972135,185,0.3730854332083633,87.30411094713634,Yes,Kickstarter,13.61,Yes,Adults,Events,364
5336,Function-based intangible monitoring,Ramos Ltd,Climate,339646,12184,2022-12-25,2023-06-19,176,Completed,973,12.52,20.55,EUR,Kickstarter,Hybrid,Yes,79173,Africa,West Africa,Underdeveloped,Saint Pierre and Miquelon,Lake Glenntown,Cynthia Hoffman,24,carrillomelissa@english-gonzales.com,41242,16.40175726036719,231,6.502082648156007,54.542124795321854,Yes,JustGiving,21.32,Yes,Adults,Crowdfunding,416
5337,Object-based optimal software,"Ray, Ware and Watkins",Arts,192319,130590,2022-05-06,2022-06-20,45,Completed,1279,102.1,341.32,GBP,JustGiving,Online,Yes,75626,Europe,Western Europe,Underdeveloped,Grenada,Danielborough,Christopher White,11,kingnoah@hotmail.com,87839,93.84305231996642,237,0.6318912477996264,62.175854851671964,No,Kickstarter,11.57,No,Adults,Crowdfunding,399
5338,Ameliorated needs-based Internet solution,Glenn-Adams,Arts,126969,104350,2022-05-06,2022-07-08,63,Completed,1008,103.52,506.09,INR,GoFundMe,Hybrid,No,23824,Asia,Southeast Asia,Developing,Australia,Port Melissaside,Thomas Estrada,6,nicoleschneider@yahoo.com,359309,39.10880048191379,171,7.696815434594785,8.233689311762005,Yes,Kickstarter,4.05,No,Elderly,Subscription,37
5339,Cross-group attitude-oriented protocol,Martinez Group,Arts,141799,68117,2022-06-30,2022-12-24,177,Active,830,82.07,124.26,GBP,GoFundMe,Online,Yes,16269,North America,Canada,Developed,Wallis and Futuna,Richardville,Sean White,1,fmorgan@thompson.com,619121,44.358251807892024,164,1.4979844136961717,46.7241445112349,Yes,JustGiving,18.15,No,Elderly,Subscription,370
5340,Distributed attitude-oriented middleware,"Robbins, Juarez and Myers",Startup,302677,190205,2022-08-11,2022-10-29,79,Completed,1757,108.26,366.05,GBP,JustGiving,Hybrid,No,28052,Oceania,Melanesia,Developed,British Virgin Islands,West Kristinberg,Matthew Anderson MD,1,zsmith@avery.com,957699,62.157238831891426,243,8.08481620588195,96.66747243315875,Yes,Kickstarter,7.35,Yes,Children,Crowdfunding,16
5341,Versatile responsive Graphic Interface,Dawson-Conley,Education,432641,356945,2023-12-23,2024-01-28,36,Suspended,1580,225.91,599.17,GBP,JustGiving,Hybrid,Yes,42719,North America,USA,Developed,Equatorial Guinea,Port Andrew,Sean Atkins,23,davidmolina@yahoo.com,623217,63.1488419379511,97,9.918984564991586,64.39218128599249,Yes,Indiegogo,16.85,No,Children,Grants,794
5342,Decentralized cohesive access,Parsons-Barajas,Arts,145561,87042,2023-12-09,2024-03-15,97,Completed,1513,57.53,243.85,AUD,Indiegogo,Offline,Yes,87180,South America,Chile,Developing,Pakistan,Port Anthony,Michelle Baker,21,jenniferchristensen@hill.info,647352,52.220823168289385,393,8.728725782744688,47.406187814692046,No,Indiegogo,20.32,No,Children,Grants,714
5343,Vision-oriented foreground firmware,"Carter, Rodriguez and Gibbs",Climate,33307,4817,2022-06-10,2022-10-20,132,Suspended,13,370.54,1196.2,INR,Indiegogo,Online,No,79721,Africa,West Africa,Developing,Bolivia,Williamsland,Brittney Anderson,18,markho@hotmail.com,698921,78.34685153041265,211,5.555205676675737,74.64181670878712,Yes,Indiegogo,12.74,Yes,Children,Crowdfunding,897
5344,Enhanced disintermediate Local Area Network,"Johnson, Wells and White",Startup,44810,3436,2023-01-30,2023-07-05,156,Suspended,436,7.88,32.84,EUR,GoFundMe,Online,No,41433,Africa,West Africa,Developing,Canada,West Melissashire,Stephanie Dawson,8,samanthabeck@flores-brown.info,783795,73.72786864131515,245,8.331081284944592,47.68108305102926,Yes,Indiegogo,9.09,Yes,Adults,Subscription,262
5345,Multi-lateral bandwidth-monitored service-desk,Hernandez-Coleman,Health,136018,27190,2023-02-18,2023-04-03,44,Suspended,770,35.31,59.5,USD,Kickstarter,Online,Yes,52940,North America,Canada,Developing,French Southern Territories,North Robert,Kenneth Salazar,12,trichardson@harrison.info,373652,53.71131735702684,153,4.75149582727709,63.43639519215783,Yes,Indiegogo,24.36,No,Children,Grants,651
5346,Optimized directional function,Chapman Group,Climate,37517,22162,2023-07-04,2023-11-20,139,Cancelled,495,44.77,143.11,INR,Kickstarter,Offline,Yes,86612,Africa,East Africa,Developed,Guam,Port Ellenside,Jennifer Gay,1,fsmith@gmail.com,856081,73.6934316956917,189,3.7335235180370194,18.60794167522889,Yes,Kickstarter,15.8,No,Youth,Grants,392
5347,Persevering user-facing analyzer,James LLC,Disaster Relief,215353,201767,2022-09-27,2023-01-02,97,Suspended,1388,145.37,529.72,EUR,Indiegogo,Hybrid,No,86688,Europe,Southern Europe,Underdeveloped,American Samoa,Fisherfurt,Jade Anthony,9,jasmine02@hernandez.org,929109,38.300952328701975,233,5.056938722459659,45.696972954877815,Yes,Kickstarter,13.65,No,Elderly,Grants,229
5348,Compatible needs-based adapter,"Brown, Oliver and Peterson",Climate,260596,86748,2022-05-18,2022-08-01,75,Suspended,1121,77.38,381.19,USD,JustGiving,Online,Yes,67287,Oceania,New Zealand,Developing,Mayotte,South Frank,Robin Lynch,3,krystal73@castro-taylor.com,377382,57.3602105866823,394,4.382301340810742,8.159648989345525,No,Kickstarter,2.42,No,Elderly,Grants,976
5349,Horizontal heuristic service-desk,Reed-Castro,Disaster Relief,11605,2385,2023-04-26,2023-09-12,139,Completed,1885,1.27,5.97,EUR,GoFundMe,Offline,No,37125,Asia,East Asia,Developed,Georgia,Kimberlybury,David Santos,16,raymondpeterson@campbell.com,274686,5.673474936592237,467,3.154598142668863,44.034087188800186,No,JustGiving,25.37,No,Adults,Crowdfunding,354
5350,Digitized demand-driven software,"Thomas, Oconnor and Gentry",Education,183966,175587,2023-05-19,2023-06-19,31,Suspended,671,261.68,549.48,GBP,Indiegogo,Online,Yes,76656,Asia,South Asia,Developing,Saint Kitts and Nevis,South Brandonton,Katherine Adams,21,rgibson@yahoo.com,278707,66.36533718806416,239,7.197971139444389,75.75162940241314,Yes,Kickstarter,10.98,No,Youth,Grants,166
5351,Configurable 24hour portal,Smith Ltd,Education,351885,79738,2023-07-30,2023-11-12,105,Suspended,958,83.23,181.5,USD,JustGiving,Hybrid,Yes,62359,North America,Canada,Underdeveloped,South Georgia and the South Sandwich Islands,Jessicastad,Kyle Tapia,2,ugonzalez@hotmail.com,924124,21.992973244636048,181,8.609192284902,84.61082464761861,No,JustGiving,2.58,Yes,Children,Grants,963
5352,User-centric cohesive Graphic Interface,Hall-Simon,Climate,133403,107459,2023-06-26,2023-08-08,43,Suspended,12,8954.92,43696.75,USD,JustGiving,Offline,No,15876,Oceania,Melanesia,Developed,Madagascar,Port Lisaberg,Marcus Martinez,2,matthew28@walker.net,147642,12.566483327737455,160,2.423853456121509,26.53111077012762,Yes,GoFundMe,15.79,Yes,Children,Crowdfunding,177
5353,Customizable empowering contingency,Buck-Miller,Disaster Relief,183621,101173,2023-02-25,2023-04-05,39,Cancelled,26,3891.27,11879.74,INR,Kickstarter,Offline,Yes,2424,Asia,South Asia,Developed,New Zealand,Lake Elijahville,Hannah Flores,4,matthew10@taylor.biz,456508,2.634611053442981,188,2.138859915630688,61.742512717598075,Yes,GoFundMe,28.54,Yes,Adults,Crowdfunding,207
5354,Persevering 6thgeneration task-force,"Mcdaniel, Reilly and Davis",Disaster Relief,60567,5101,2023-12-02,2024-05-07,157,Suspended,388,13.15,31.68,EUR,GoFundMe,Online,No,7630,North America,USA,Underdeveloped,Russian Federation,Lake Monica,Anna Cruz,18,zortega@gordon.info,193179,77.07767613154648,399,4.338469874610125,49.12482450720987,No,Indiegogo,8.57,Yes,Children,Events,153
5355,Customer-focused mission-critical open architecture,Coleman-Williams,Climate,205821,133422,2022-08-18,2022-10-01,44,Active,747,178.61,439.82,USD,GoFundMe,Online,No,13120,North America,Canada,Developing,Senegal,Millerchester,Mrs. Danielle Mendez,10,abbottnicholas@johnson.com,340092,81.67311906989238,285,0.9009659511458779,0.5733258237910044,Yes,GoFundMe,28.68,No,Elderly,Crowdfunding,180
5356,De-engineered fault-tolerant success,Bradford-Kane,Arts,33254,25601,2023-10-13,2024-01-03,82,Cancelled,481,53.22,222.44,USD,GoFundMe,Hybrid,Yes,32012,North America,USA,Underdeveloped,United States of America,Raymondburgh,Walter Adams,5,scott87@gmail.com,460821,60.97102810909853,60,8.222676985233026,40.760062779449555,Yes,GoFundMe,10.12,No,Elderly,Subscription,848
5357,Customer-focused directional frame,"Donaldson, Ortiz and Miller",Startup,493055,214945,2022-09-11,2022-12-22,102,Active,1485,144.74,269.55,GBP,JustGiving,Online,No,73247,South America,Argentina,Underdeveloped,Macedonia,Colemouth,Kimberly Lane,17,tiffany55@gmail.com,720255,86.3207900369301,457,8.320528797114108,9.550556550216138,No,Kickstarter,7.21,Yes,Elderly,Subscription,644
5358,Virtual executive service-desk,Cunningham-Lowe,Health,46999,31944,2022-11-12,2023-01-22,71,Completed,1832,17.44,64.44,INR,JustGiving,Online,Yes,45241,South America,Chile,Developed,Sao Tome and Principe,Vaughnton,Maria Cameron,4,ustanley@gmail.com,448702,81.24640034424226,372,7.1352595233077,47.80805370529109,Yes,GoFundMe,1.65,Yes,Adults,Grants,969
5359,Synergized scalable superstructure,Garcia LLC,Education,294146,193997,2022-10-25,2022-12-15,51,Suspended,1678,115.61,344.09,USD,GoFundMe,Online,Yes,60162,Asia,Southeast Asia,Underdeveloped,Western Sahara,Andrewmouth,Danielle Lewis,12,antoniochoi@garcia.com,239853,36.5509809564683,274,2.572727208454093,66.42688589640515,Yes,Kickstarter,5.5,Yes,Youth,Grants,830
5360,Stand-alone attitude-oriented frame,Morgan Group,Disaster Relief,359575,356395,2023-10-03,2023-12-19,77,Active,762,467.71,1209.64,USD,Kickstarter,Online,Yes,87828,Asia,Southeast Asia,Underdeveloped,Mali,Davidbury,Walter Murphy,21,bradleypatton@gmail.com,887094,22.165154907562446,224,4.225188755438994,13.895806007861255,No,Kickstarter,14.66,No,Children,Crowdfunding,444
5361,Object-based 24/7 capability,"Carlson, Williams and Shaw",Health,12028,1480,2023-05-21,2023-09-02,104,Cancelled,623,2.38,8.5,EUR,Kickstarter,Hybrid,No,101,Africa,North Africa,Underdeveloped,Palau,Leehaven,Logan Glover,4,nancy97@hotmail.com,715696,54.282843126099934,120,8.585989618280848,30.53567020304292,No,GoFundMe,12.64,Yes,Adults,Crowdfunding,642
5362,Virtual maximized encoding,Griffin-Palmer,Arts,383425,243503,2022-06-28,2022-08-31,64,Cancelled,1945,125.19,321.98,EUR,Kickstarter,Hybrid,Yes,44413,South America,Chile,Underdeveloped,Taiwan,Port Jeffrey,James Glover,11,charlottelevine@young-white.com,993418,58.89504440432324,459,8.537526253167076,56.17756930632706,Yes,Kickstarter,17.95,No,Children,Events,663
5363,Secured disintermediate migration,Thomas LLC,Startup,430874,345669,2023-11-02,2024-04-30,180,Completed,634,545.22,1178.6,EUR,Kickstarter,Hybrid,Yes,96651,Asia,South Asia,Developed,Suriname,East Rhondafurt,Monique Browning,18,hjohnson@johnson.com,851399,2.198022570600555,284,8.599711547872289,54.53047264496193,Yes,Indiegogo,15.27,No,Children,Grants,151
5364,Decentralized secondary service-desk,Terry-Robinson,Climate,144056,51771,2022-05-26,2022-07-16,51,Suspended,237,218.44,970.1,INR,Kickstarter,Hybrid,No,39577,Europe,Western Europe,Underdeveloped,Saudi Arabia,Joshuamouth,Anthony Owen,12,oliversheri@robinson.com,565352,23.579723704592404,452,8.949669827922897,87.03665933731631,Yes,Indiegogo,23.53,No,Youth,Crowdfunding,729
5365,Synergized didactic customer loyalty,Smith-Greer,Education,441256,241613,2023-02-08,2023-06-17,129,Cancelled,841,287.29,744.62,AUD,Kickstarter,Online,No,26559,Europe,Southern Europe,Underdeveloped,Seychelles,West Megan,Margaret Rodgers,22,sbates@hotmail.com,938577,97.79352354626396,371,7.495917715761017,79.137783542048,Yes,GoFundMe,19.41,Yes,Elderly,Grants,113
5366,Persevering reciprocal application,"Jones, Taylor and Jones",Climate,126451,36429,2023-08-15,2024-01-14,152,Suspended,464,78.51,162.56,USD,GoFundMe,Online,No,57813,Africa,North Africa,Developing,Lithuania,Wrightport,Maurice Lynch,19,steveward@yahoo.com,690730,59.12747670188855,399,4.580640912014172,36.79301382232099,Yes,Indiegogo,15.85,No,Youth,Events,990
5367,Synergistic regional Internet solution,"Elliott, Buchanan and Brown",Disaster Relief,438348,329439,2022-11-03,2022-12-12,39,Active,880,374.36,1370.56,INR,Indiegogo,Online,No,84584,Europe,Western Europe,Developing,Swaziland,East Walter,Tristan Miller,2,james74@martinez-ross.org,285838,10.015363834038027,265,3.874997769101406,74.36225964381494,Yes,Indiegogo,6.69,Yes,Elderly,Subscription,562
5368,Persevering next generation time-frame,Russell PLC,Startup,483404,336445,2024-02-05,2024-04-10,65,Completed,1291,260.61,703.56,USD,JustGiving,Online,No,97966,Europe,Western Europe,Developed,Malta,Anitabury,Carol Collins,16,mark03@calhoun-pierce.info,189814,51.58850548453775,60,4.311737706020034,29.490669990258876,Yes,JustGiving,12.19,Yes,Youth,Grants,540
5369,Proactive attitude-oriented throughput,King-Melendez,Arts,372515,96235,2023-02-17,2023-04-30,72,Active,790,121.82,389.84,INR,Kickstarter,Offline,No,64702,Europe,Northern Europe,Underdeveloped,Saint Barthelemy,North Steveview,Mark Hines,18,mitchellfrank@fisher.info,319979,37.82037625463034,236,6.311777824153185,90.04955315389421,No,GoFundMe,22.76,Yes,Youth,Grants,517
